"Category","Description","p.adjust","Count","Genes"
"GO BP","nitrogen compound metabolic process",0,350,"ABCE1/ABT1/AGO3/AGO4/AK6/ALKBH5/ANGEL2/BZW1/BZW2/CAPRIN1/CARHSP1/CDC40/CDK9/CELF1/CELF4/CELF5/CHERP/CLK2/CLK4/CLP1/CMTR1/CNOT1/CNOT2/CNOT3/CNOT6/CNOT7/CNOT8/CNOT9/CNP/CPEB4/CPSF2/CPSF6/CPSF7/CSDC2/CSDE1/CSTF1/CSTF2/CSTF3/DDX39A/DDX4/DDX49/DENR/DGCR8/DHX15/DHX8/DHX9/DIMT1/DKC1/DNMT3B/DRG1/DRG2/DUS4L/EBNA1BP2/EED/EEF1A2/EEF1B2/EEF1E1/EEF2/EFTUD2/EIF1AD/EIF1B/EIF2S1/EIF2S2/EIF3D/EIF3H/EIF3I/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4E3/EIF5A/EIF5A2/EIF6/ELAVL1/ELAVL2/ERI3/ESRP1/EXOSC1/EXOSC2/EXOSC4/FCF1/FXR1/G3BP2/GAPDH/GEMIN2/GEMIN6/GTPBP1/GTPBP2/HENMT1/HEXIM1/HEXIM2/HNRNPA0/HNRNPA1/HNRNPC/HNRNPD/HNRNPF/HNRNPH3/HNRNPK/HNRNPL/HNRNPR/HNRNPU/IGF2BP2/IGF2BP3/IMP3/INTS3/INTS4/IPO5/ISG20/KHDC1/KHDRBS1/KHDRBS2/KIN/LARP6/LSM1/LSM10/LSM14B/LSM3/LSM5/LSM6/LSM7/MAGOH/MBNL1/MBNL2/MECP2/METTL14/METTL3/MIF4GD/MRPL1/MRPL11/MRPL15/MRPL18/MRPL24/MRPL33/MRPL41/MRPS16/MRPS18C/MRPS25/MRPS26/MRPS33/MRPS34/MRPS6/MRTO4/MSI1/MSL3/MTRF1/MVP/NANOS2/NCBP1/NFX1/NKRF/NONO/NOP10/NOVA2/NPM1/NPM3/NUDT21/PA2G4/PABPC1/PABPC4/PAIP2B/PAPOLA/PAPOLG/PCBP1/PCBP2/PCBP4/PDCD7/PHAX/PHF5A/PIN4/POLR2B/POLR2D/POLR2H/POLR2I/POLR2L/POP5/POP7/PPIH/PPP1R8/PQBP1/PRIM1/PRKRA/PRPF18/PRPF31/PRPF38A/PRPF38B/PRPF4/PRPF6/PRPF8/PSIP1/PSMA6/PTRH1/PUM1/PUS7/PYM1/QRSL1/QTRT1/RBM12/RBM15/RBM17/RBM24/RBM25/RBM26/RBM28/RBM3/RBM39/RBM42/RBM4B/RBMS1/RBMX/REXO2/RIGI/RNASEK/RNGTT/RPF1/RPF2/RPL10A/RPL11/RPL13A/RPL15/RPL18/RPL18A/RPL21/RPL22/RPL23/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL37/RPL39/RPL4/RPL6/RPL7/RPL9/RPLP0/RPLP2/RPP14/RPP25L/RPS11/RPS12/RPS13/RPS16/RPS19/RPS2/RPS21/RPS23/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS3/RPS4X/RPS5/RPS6/RPS7/RPS9/RSL24D1/RSRC1/RTCB/RTF1/RUVBL1/RUVBL2/SAMD4B/SAP18/SARNP/SBDS/SCAF4/SERBP1/SETD7/SF3A1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SF3B6/SKIC8/SLTM/SMAD2/SMAD4/SMAD5/SMG9/SMN2/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPA1/SNRPC/SNRPD2/SNRPD3/SNU13/SRP9/SRRM1/SRSF11/SRSF12/SRSF2/SRSF3/SRSF5/SRSF7/SRSF9/SSB/SUB1/SUPT4H1/TARBP2/TARDBP/TENT5A/THOC3/THOC7/THRAP3/TIAL1/TOP1/TRA2A/TRA2B/TRIM21/TRIM71/TRMT112/TRMT61A/TSN/TSR2/TUFM/TXNL4A/TXNL4B/TYW5/U2AF2/UBA52/UBTF/UNK/UPF1/UPF3B/WARS1/WARS2/WDR5/XAB2/XRCC6/YBX3/ZCRB1/ZMAT2/ZMAT5/ZNF579/ZRANB2"
"GO BP","biological_process",0,381,"ABCE1/ABT1/AGO3/AGO4/AK6/ALKBH5/ANGEL2/API5/BZW1/BZW2/CAPRIN1/CARHSP1/CDC40/CDK9/CELF1/CELF4/CELF5/CHERP/CHTOP/CLK2/CLK4/CLP1/CMTR1/CNOT1/CNOT2/CNOT3/CNOT6/CNOT7/CNOT8/CNOT9/CNP/CPEB4/CPSF2/CPSF6/CPSF7/CSDC2/CSDE1/CSTF1/CSTF2/CSTF3/DDX39A/DDX4/DDX49/DENR/DGCR8/DHX15/DHX8/DHX9/DIMT1/DKC1/DNMT3B/DRG1/DRG2/DUS4L/DYNLL1/EBNA1BP2/EED/EEF1A2/EEF1B2/EEF1E1/EEF2/EFTUD2/EIF1AD/EIF1B/EIF2S1/EIF2S2/EIF3D/EIF3H/EIF3I/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4E3/EIF5A/EIF5A2/EIF6/ELAVL1/ELAVL2/ELAVL3/ENOX1/ERI3/ESRP1/EXOSC1/EXOSC2/EXOSC4/FCF1/FXR1/FYTTD1/G3BP2/GAPDH/GEMIN2/GEMIN6/GTPBP1/GTPBP2/HENMT1/HEXIM1/HEXIM2/HNRNPA0/HNRNPA1/HNRNPC/HNRNPD/HNRNPDL/HNRNPF/HNRNPH3/HNRNPK/HNRNPL/HNRNPR/HNRNPU/IGF2BP2/IGF2BP3/IMP3/INTS3/INTS4/IPO13/IPO5/IPO9/ISG20/KHDC1/KHDRBS1/KHDRBS2/KIN/KPNB1/LARP6/LSM1/LSM10/LSM14B/LSM3/LSM5/LSM6/LSM7/MAGOH/MBNL1/MBNL2/MECP2/METTL14/METTL3/MIF4GD/MRPL1/MRPL11/MRPL15/MRPL18/MRPL24/MRPL33/MRPL41/MRPS16/MRPS18C/MRPS25/MRPS26/MRPS33/MRPS34/MRPS6/MRTO4/MSI1/MSL3/MTRF1/MVP/NANOS2/NCBP1/NFX1/NIP7/NKRF/NONO/NOP10/NOP16/NOVA2/NPM1/NPM3/NUDT21/NUTF2/NXF1/NXT1/NXT2/PA2G4/PABPC1/PABPC4/PAIP2B/PAPOLA/PAPOLG/PCBP1/PCBP2/PCBP4/PDCD7/PHAX/PHF5A/PIN4/POLR2B/POLR2D/POLR2H/POLR2I/POLR2L/POP5/POP7/PPIH/PPP1R8/PQBP1/PRDX1/PRIM1/PRKRA/PRPF18/PRPF31/PRPF38A/PRPF38B/PRPF4/PRPF6/PRPF8/PSIP1/PSMA6/PTRH1/PTRH2/PUM1/PUS7/PYM1/QRSL1/QTRT1/RAE1/RBM12/RBM15/RBM17/RBM24/RBM25/RBM26/RBM28/RBM3/RBM39/RBM42/RBM45/RBM4B/RBMS1/RBMS3/RBMX/REXO2/RIGI/RNASEK/RNGTT/RPF1/RPF2/RPL10A/RPL11/RPL13A/RPL15/RPL18/RPL18A/RPL21/RPL22/RPL23/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL37/RPL39/RPL4/RPL6/RPL7/RPL9/RPLP0/RPLP2/RPP14/RPP25L/RPS11/RPS12/RPS13/RPS16/RPS19/RPS19BP1/RPS2/RPS21/RPS23/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS3/RPS4X/RPS5/RPS6/RPS7/RPS9/RSL24D1/RSRC1/RTCB/RTF1/RUVBL1/RUVBL2/SAMD4B/SAP18/SARNP/SBDS/SCAF4/SERBP1/SETD7/SF3A1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SF3B6/SKIC8/SLTM/SMAD2/SMAD4/SMAD5/SMG9/SMN2/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPA1/SNRPC/SNRPD2/SNRPD3/SNU13/SRP19/SRP54/SRP9/SRPRA/SRRM1/SRSF11/SRSF12/SRSF2/SRSF3/SRSF5/SRSF7/SRSF9/SSB/STRBP/SUB1/SUPT4H1/TARBP2/TARDBP/TENT5A/THOC3/THOC7/THRAP3/TIAL1/TNPO1/TNPO2/TNPO3/TOP1/TRA2A/TRA2B/TRIM21/TRIM71/TRMT112/TRMT61A/TSN/TSR2/TUFM/TXNL4A/TXNL4B/TYW5/U2AF2/UBA52/UBTF/UNK/UPF1/UPF3B/WARS1/WARS2/WDR5/XAB2/XPOT/XRCC6/YBX3/ZCRB1/ZMAT2/ZMAT3/ZMAT5/ZNF579/ZRANB2"
"GO BP","metabolic process",0,361,"ABCE1/ABT1/AGO3/AGO4/AK6/ALKBH5/ANGEL2/BZW1/BZW2/CAPRIN1/CARHSP1/CDC40/CDK9/CELF1/CELF4/CELF5/CHERP/CHTOP/CLK2/CLK4/CLP1/CMTR1/CNOT1/CNOT2/CNOT3/CNOT6/CNOT7/CNOT8/CNOT9/CNP/CPEB4/CPSF2/CPSF6/CPSF7/CSDC2/CSDE1/CSTF1/CSTF2/CSTF3/DDX39A/DDX4/DDX49/DENR/DGCR8/DHX15/DHX8/DHX9/DIMT1/DKC1/DNMT3B/DRG1/DRG2/DUS4L/DYNLL1/EBNA1BP2/EED/EEF1A2/EEF1B2/EEF1E1/EEF2/EFTUD2/EIF1AD/EIF1B/EIF2S1/EIF2S2/EIF3D/EIF3H/EIF3I/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4E3/EIF5A/EIF5A2/EIF6/ELAVL1/ELAVL2/ERI3/ESRP1/EXOSC1/EXOSC2/EXOSC4/FCF1/FXR1/FYTTD1/G3BP2/GAPDH/GEMIN2/GEMIN6/GTPBP1/GTPBP2/HENMT1/HEXIM1/HEXIM2/HNRNPA0/HNRNPA1/HNRNPC/HNRNPD/HNRNPDL/HNRNPF/HNRNPH3/HNRNPK/HNRNPL/HNRNPR/HNRNPU/IGF2BP2/IGF2BP3/IMP3/INTS3/INTS4/IPO5/ISG20/KHDC1/KHDRBS1/KHDRBS2/KIN/LARP6/LSM1/LSM10/LSM14B/LSM3/LSM5/LSM6/LSM7/MAGOH/MBNL1/MBNL2/MECP2/METTL14/METTL3/MIF4GD/MRPL1/MRPL11/MRPL15/MRPL18/MRPL24/MRPL33/MRPL41/MRPS16/MRPS18C/MRPS25/MRPS26/MRPS33/MRPS34/MRPS6/MRTO4/MSI1/MSL3/MTRF1/MVP/NANOS2/NCBP1/NFX1/NKRF/NONO/NOP10/NOVA2/NPM1/NPM3/NUDT21/NXF1/NXT1/NXT2/PA2G4/PABPC1/PABPC4/PAIP2B/PAPOLA/PAPOLG/PCBP1/PCBP2/PCBP4/PDCD7/PHAX/PHF5A/PIN4/POLR2B/POLR2D/POLR2H/POLR2I/POLR2L/POP5/POP7/PPIH/PPP1R8/PQBP1/PRDX1/PRIM1/PRKRA/PRPF18/PRPF31/PRPF38A/PRPF38B/PRPF4/PRPF6/PRPF8/PSIP1/PSMA6/PTRH1/PTRH2/PUM1/PUS7/PYM1/QRSL1/QTRT1/RAE1/RBM12/RBM15/RBM17/RBM24/RBM25/RBM26/RBM28/RBM3/RBM39/RBM42/RBM4B/RBMS1/RBMS3/RBMX/REXO2/RIGI/RNASEK/RNGTT/RPF1/RPF2/RPL10A/RPL11/RPL13A/RPL15/RPL18/RPL18A/RPL21/RPL22/RPL23/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL37/RPL39/RPL4/RPL6/RPL7/RPL9/RPLP0/RPLP2/RPP14/RPP25L/RPS11/RPS12/RPS13/RPS16/RPS19/RPS2/RPS21/RPS23/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS3/RPS4X/RPS5/RPS6/RPS7/RPS9/RSL24D1/RSRC1/RTCB/RTF1/RUVBL1/RUVBL2/SAMD4B/SAP18/SARNP/SBDS/SCAF4/SERBP1/SETD7/SF3A1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SF3B6/SKIC8/SLTM/SMAD2/SMAD4/SMAD5/SMG9/SMN2/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPA1/SNRPC/SNRPD2/SNRPD3/SNU13/SRP9/SRRM1/SRSF11/SRSF12/SRSF2/SRSF3/SRSF5/SRSF7/SRSF9/SSB/SUB1/SUPT4H1/TARBP2/TARDBP/TENT5A/THOC3/THOC7/THRAP3/TIAL1/TOP1/TRA2A/TRA2B/TRIM21/TRIM71/TRMT112/TRMT61A/TSN/TSR2/TUFM/TXNL4A/TXNL4B/TYW5/U2AF2/UBA52/UBTF/UNK/UPF1/UPF3B/WARS1/WARS2/WDR5/XAB2/XRCC6/YBX3/ZCRB1/ZMAT2/ZMAT5/ZNF579/ZRANB2"
"GO BP","biosynthetic process",0,353,"ABCE1/ABT1/AGO3/AGO4/AK6/ALKBH5/ANGEL2/BZW1/BZW2/CAPRIN1/CARHSP1/CDC40/CDK9/CELF1/CELF4/CELF5/CHERP/CHTOP/CLK2/CLK4/CLP1/CMTR1/CNOT1/CNOT2/CNOT3/CNOT6/CNOT7/CNOT8/CNOT9/CPEB4/CPSF2/CPSF6/CPSF7/CSDC2/CSDE1/CSTF1/CSTF2/CSTF3/DDX39A/DDX4/DDX49/DENR/DGCR8/DHX15/DHX8/DHX9/DIMT1/DKC1/DNMT3B/DRG1/DRG2/DUS4L/EBNA1BP2/EED/EEF1A2/EEF1B2/EEF1E1/EEF2/EFTUD2/EIF1AD/EIF1B/EIF2S1/EIF2S2/EIF3D/EIF3H/EIF3I/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4E3/EIF5A/EIF5A2/EIF6/ELAVL1/ELAVL2/ERI3/ESRP1/EXOSC1/EXOSC2/EXOSC4/FCF1/FXR1/FYTTD1/G3BP2/GAPDH/GEMIN2/GEMIN6/GTPBP1/GTPBP2/HENMT1/HEXIM1/HEXIM2/HNRNPA0/HNRNPA1/HNRNPC/HNRNPD/HNRNPDL/HNRNPF/HNRNPH3/HNRNPK/HNRNPL/HNRNPR/HNRNPU/IGF2BP2/IGF2BP3/IMP3/INTS3/INTS4/ISG20/KHDRBS1/KHDRBS2/KIN/LARP6/LSM1/LSM10/LSM14B/LSM3/LSM5/LSM6/LSM7/MAGOH/MBNL1/MBNL2/MECP2/METTL14/METTL3/MIF4GD/MRPL1/MRPL11/MRPL15/MRPL18/MRPL24/MRPL33/MRPL41/MRPS16/MRPS18C/MRPS25/MRPS26/MRPS33/MRPS34/MRPS6/MRTO4/MSI1/MSL3/MTRF1/NANOS2/NCBP1/NFX1/NKRF/NONO/NOP10/NOVA2/NPM1/NPM3/NUDT21/NXF1/NXT1/NXT2/PA2G4/PABPC1/PABPC4/PAIP2B/PAPOLA/PAPOLG/PCBP1/PCBP2/PCBP4/PDCD7/PHAX/PHF5A/PIN4/POLR2B/POLR2D/POLR2H/POLR2I/POLR2L/POP5/POP7/PPIH/PPP1R8/PQBP1/PRIM1/PRKRA/PRPF18/PRPF31/PRPF38A/PRPF38B/PRPF4/PRPF6/PRPF8/PSIP1/PSMA6/PTRH1/PTRH2/PUM1/PUS7/PYM1/QRSL1/QTRT1/RAE1/RBM12/RBM15/RBM17/RBM24/RBM25/RBM26/RBM28/RBM3/RBM39/RBM42/RBM4B/RBMS1/RBMS3/RBMX/RIGI/RNGTT/RPF1/RPF2/RPL10A/RPL11/RPL13A/RPL15/RPL18/RPL18A/RPL21/RPL22/RPL23/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL37/RPL39/RPL4/RPL6/RPL7/RPL9/RPLP0/RPLP2/RPP14/RPP25L/RPS11/RPS12/RPS13/RPS16/RPS19/RPS2/RPS21/RPS23/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS3/RPS4X/RPS5/RPS6/RPS7/RPS9/RSL24D1/RSRC1/RTCB/RTF1/RUVBL1/RUVBL2/SAMD4B/SAP18/SARNP/SBDS/SCAF4/SERBP1/SETD7/SF3A1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SF3B6/SKIC8/SLTM/SMAD2/SMAD4/SMAD5/SMG9/SMN2/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPA1/SNRPC/SNRPD2/SNRPD3/SNU13/SRP9/SRRM1/SRSF11/SRSF12/SRSF2/SRSF3/SRSF5/SRSF7/SRSF9/SSB/SUB1/SUPT4H1/TARBP2/TARDBP/TENT5A/THOC3/THOC7/THRAP3/TIAL1/TOP1/TRA2A/TRA2B/TRIM21/TRIM71/TRMT112/TRMT61A/TSN/TSR2/TUFM/TXNL4A/TXNL4B/TYW5/U2AF2/UBA52/UBTF/UNK/UPF1/UPF3B/WARS1/WARS2/WDR5/XAB2/XRCC6/YBX3/ZCRB1/ZMAT2/ZMAT5/ZNF579/ZRANB2"
"GO BP","macromolecule biosynthetic process",0,352,"ABCE1/ABT1/AGO3/AGO4/ALKBH5/ANGEL2/BZW1/BZW2/CAPRIN1/CARHSP1/CDC40/CDK9/CELF1/CELF4/CELF5/CHERP/CHTOP/CLK2/CLK4/CLP1/CMTR1/CNOT1/CNOT2/CNOT3/CNOT6/CNOT7/CNOT8/CNOT9/CPEB4/CPSF2/CPSF6/CPSF7/CSDC2/CSDE1/CSTF1/CSTF2/CSTF3/DDX39A/DDX4/DDX49/DENR/DGCR8/DHX15/DHX8/DHX9/DIMT1/DKC1/DNMT3B/DRG1/DRG2/DUS4L/EBNA1BP2/EED/EEF1A2/EEF1B2/EEF1E1/EEF2/EFTUD2/EIF1AD/EIF1B/EIF2S1/EIF2S2/EIF3D/EIF3H/EIF3I/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4E3/EIF5A/EIF5A2/EIF6/ELAVL1/ELAVL2/ERI3/ESRP1/EXOSC1/EXOSC2/EXOSC4/FCF1/FXR1/FYTTD1/G3BP2/GAPDH/GEMIN2/GEMIN6/GTPBP1/GTPBP2/HENMT1/HEXIM1/HEXIM2/HNRNPA0/HNRNPA1/HNRNPC/HNRNPD/HNRNPDL/HNRNPF/HNRNPH3/HNRNPK/HNRNPL/HNRNPR/HNRNPU/IGF2BP2/IGF2BP3/IMP3/INTS3/INTS4/ISG20/KHDRBS1/KHDRBS2/KIN/LARP6/LSM1/LSM10/LSM14B/LSM3/LSM5/LSM6/LSM7/MAGOH/MBNL1/MBNL2/MECP2/METTL14/METTL3/MIF4GD/MRPL1/MRPL11/MRPL15/MRPL18/MRPL24/MRPL33/MRPL41/MRPS16/MRPS18C/MRPS25/MRPS26/MRPS33/MRPS34/MRPS6/MRTO4/MSI1/MSL3/MTRF1/NANOS2/NCBP1/NFX1/NKRF/NONO/NOP10/NOVA2/NPM1/NPM3/NUDT21/NXF1/NXT1/NXT2/PA2G4/PABPC1/PABPC4/PAIP2B/PAPOLA/PAPOLG/PCBP1/PCBP2/PCBP4/PDCD7/PHAX/PHF5A/PIN4/POLR2B/POLR2D/POLR2H/POLR2I/POLR2L/POP5/POP7/PPIH/PPP1R8/PQBP1/PRIM1/PRKRA/PRPF18/PRPF31/PRPF38A/PRPF38B/PRPF4/PRPF6/PRPF8/PSIP1/PSMA6/PTRH1/PTRH2/PUM1/PUS7/PYM1/QRSL1/QTRT1/RAE1/RBM12/RBM15/RBM17/RBM24/RBM25/RBM26/RBM28/RBM3/RBM39/RBM42/RBM4B/RBMS1/RBMS3/RBMX/RIGI/RNGTT/RPF1/RPF2/RPL10A/RPL11/RPL13A/RPL15/RPL18/RPL18A/RPL21/RPL22/RPL23/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL37/RPL39/RPL4/RPL6/RPL7/RPL9/RPLP0/RPLP2/RPP14/RPP25L/RPS11/RPS12/RPS13/RPS16/RPS19/RPS2/RPS21/RPS23/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS3/RPS4X/RPS5/RPS6/RPS7/RPS9/RSL24D1/RSRC1/RTCB/RTF1/RUVBL1/RUVBL2/SAMD4B/SAP18/SARNP/SBDS/SCAF4/SERBP1/SETD7/SF3A1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SF3B6/SKIC8/SLTM/SMAD2/SMAD4/SMAD5/SMG9/SMN2/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPA1/SNRPC/SNRPD2/SNRPD3/SNU13/SRP9/SRRM1/SRSF11/SRSF12/SRSF2/SRSF3/SRSF5/SRSF7/SRSF9/SSB/SUB1/SUPT4H1/TARBP2/TARDBP/TENT5A/THOC3/THOC7/THRAP3/TIAL1/TOP1/TRA2A/TRA2B/TRIM21/TRIM71/TRMT112/TRMT61A/TSN/TSR2/TUFM/TXNL4A/TXNL4B/TYW5/U2AF2/UBA52/UBTF/UNK/UPF1/UPF3B/WARS1/WARS2/WDR5/XAB2/XRCC6/YBX3/ZCRB1/ZMAT2/ZMAT5/ZNF579/ZRANB2"
